imo,name,dwt
9728162,DORIC JAVELIN,57859
9729087,CMA CGM CARL ANTOINE,109903
9728667,GREAT PIONEER,63411
9728655,GREAT PROGRESS,63377
9728485,AFRICAN GOSHAWK,34370
9728409,YUNNAN,34398
9753648,DH EPOCH,13204
9753351,STAR EUROPE,180668
9753703,NAVIG8 TANZANITE,49478
9755701,BOSTON HARMONY,38561
9754824,GAS TIGERS,54675
9752383,MYRTO,81011
9749910,CHLOE,81625
9751511,NORWEGIAN ENCORE,13332
9760524,MSC BELLISSIMA,12200
9760512,MSC MERAVIGLIA,12200
9760550,TIGER TENACITY,25086
9761853,HYUNDAI PEACEPIA,98344
9761841,HYUNDAI PRINCEPIA,98344
9761700,WANG DA,38255
9761346,MARAN HERMES,156458
9761231,NY TRADER III,39388
9757539,ALAM SEJAHTERA,33297
9757175,CHINA ENTERPRISE,207986
9756925,PRESINGE TRADER,81115
9756224,STAR SIENNA,207683
9758961,POLARNET,12242
9758868,ARMONIA.GR,61242
9758480,XING SHUN HAI,81824
9758363,ASL SYMPHONY,57809
9744075,BELINDA,63339
9744063,BELSOUTH,63297
9743289,COMANCHE,180882
9743239,SOHO PRINCIPAL,63229
9744520,BULK VENUS,63371
9745598,GOLDEN HAWK,58068
9744960,JS INEOS INDEPENDENCE,20918
9742053,HALCON TRADER,22421
9742455,HOLLAND PEARL,45396
9742390,THORCO LANNER,16963
9748423,SBI ACHILLES,61301
9748461,STAR PATHFINDER,61298
9748215,SAHARA GAS,28637
9749726,BULK DRACO,66637
9749453,ENSEMBLE,35058
9749441,ARPEGGIO,35103
9749403,CIARA ENTERPRISE,33428
9748019,IRIS LEADER,20853
9747144,BUNUN BENEFIT,37372
9746798,APEX,63403
9747869,TRUE CORSAIR,181074
9747754,EVER IMPERIAL,85025
9747405,STH LONDON,60446
9747326,PTI HUDSON,49999
9484089,LEYTE SPIRIT,109670
9483827,GLOBE ELECTRA,80370
9483126,SEABOURN QUEST,3666
9483255,CAS AMARES,55783
9484209,BBC NEWCASTLE,9775
9484936,EXPRESS ROME,122961
9484742,FARHAH,319302
9484716,NIBAN,319285
9483205,0506 SHEFFIELD,55783
9481453,GOLDEN ENDEAVOUR,79454
9481427,GOLDEN ECLIPSE,79474
9480526,ANDAMA,178064
9482873,CORDULA JACOB,75618
9482859,GEORG JACOB,75618
9482847,KONSTANTIN JACOB,76547
9482677,XIN JIN HAI,180406
9482213,ANNA-DOROTHEA,55646
9482122,SUNNY ROYAL,58772
9480227,MSC VIGO,73800
9489170,OBROVAC,34444
9489302,CAPE ALEXANDROS,179166
9490595,GLOBAL ENTERPRISE,176768
9490258,JUBILANT GLORY,119406
9487653,SINO EXPRESS,57016
9486025,SEAPACE,56894
9486300,GRACE,8108
9486116,BROTONNE BRIDGE,58430
9486087,OOCL UTAH,101279
9485887,AS ELBIA,34394
9485758,OSLO BULK 1,8040
9487471,NAVE CAPELLA,49995
9487407,PAN PRIDE,56907
9487172,NEW ACCORD,109804
9487067,GREAT REWARD,31785
9486544,NEW ASPIRE,296951
9486520,NEW HORIZON,318227
9486506,NEW WISDOM,317960
9490727,SPAR MIRA,58000
9473183,SELINA,75700
9473418,CLEANTEC,33344
9474656,ASIAN CHAMPION,56562
9474618,TUERKIS,92759
9474802,THOR BREEZE,53572
9469857,KANARIS,178064
9469572,CMA CGM ALASKA,146113
9470923,MARAN HAPPINESS,177720
9472098,MILOS,56988
9471616,SUN SHINE,17113
9471018,GASCHEM HAMBURG,26599
9474797,THOR BRAVE,53506
9478717,ALPINE LIGHT,50238
9478705,ALPINE LEGEND,50254
9478523,MARIANNA,55753
9478195,JAG ADITI,80325
9478834,JUBILANT SUCCESS,110909
9479905,CAPE VIOLET,180274
9479034,TRITON SWALLOW,55580
9479008,LUZON,55657
9478884,NEW GALAXY,55594
9475040,OZGUR AKSOY,58410
9475777,AP ASTAREA,57239
9476630,MINERAL BRUSSEL,175219
9475428,ENFORD,16886
9476941,MODEST SW,76483
9476939,KING COAL,76361
9476848,SEATTLE,179362
9476824,HAFNIA LEO,52318
9469558,AQUAPRINCESS,182060
9506693,GOLD POINT,51063
9506514,VANTAGE WAVE,33477
9506459,CELEBRITY REFLECTION,9500
9506382,BEETHOVEN,34116
9503990,STAR GLORY,58680
9503732,MSC PERLE,140973
9502831,PRETTY KEEL,35248
9512290,NEW ASCENT,82179
9512056,KITAURA,119277
9511820,GENCO LOIRE,53430
9511428,MARIA G.O.,87378
9511416,GOLDEN MYRTALIA,177979
9512355,TANGERINE ISLAND,82265
9513919,YASA SPARROW,55446
9512941,GLOBAL BONANZA,74916
9512434,WHITE PEARL,8072
9510694,OLYMPIC GLORY,84091
9507881,NAVIOS ASTER,178978
9509023,PISSIOTIS,149998
9508718,PAPORA WISDOM,28344
9509970,OCEAN JAZZ,10662
9509748,CAPE STAR,175366
9509671,WARNOW MOON,33299
9509528,ANGELE N,55804
9490753,TERESA OETKER,58018
9494060,BONITA,58105
9493767,POLA,149996
9493664,MAGIC STRIKER,56803
9493640,OCEAN DALIAN,75599
9493585,YUAN FU STAR,176000
9493494,MAPLE PIONEER,32500
9495923,PELICAN ARROW,62942
9495583,MARGARET SW,25010
9495363,LA BAMBA,37155
9494400,KIRAN EURASIA,79158
9491604,VEGA VIRGO,11837
9491252,DAYANG ORIENT,56380
9491240,MYKONOS SEAS,56840
9491173,KIRAN AFRICA,79105
9490868,FILIA,58018
9490856,SPAR URSA,57970
9490818,BELOCEAN,58018
9490791,SPAR CORVUS,58000
9491666,EFFICIENCY OL,37000
9493028,POUNDA,177897
9492907,MIKA MANX,57893
9492696,BREVIK BRIDGE,58430
9492517,GOOD LUCK,75015
9500819,UNIVERSAL BALTIMORE,56801
9500754,HUGE HAKATA,180643
9500728,AS SUWAYQ,319478
9500716,SEEB,319439
9500637,NAVIOS LUMEN,180661
9500297,AGIA YPOMONI,75700
9498834,TRAMONTANA,93246
9500986,NAVIOS FULVIA,179263
9497361,BULK NORWAY,175835
9497335,THUNDERBIRD,79508
9496939,LANNA NAREE,33843
9498729,SICILIAN EXPRESS,93076
9498717,SIBERIAN EXPRESS,92974
9498315,LILA II,34604
9446879,CARO,178006
9446594,CAPE JACARANDA,181452
9445617,GLOBAL GENESIS,57696
9446908,CAPE ISTANBUL,175607
9447017,MARIPERLA,179759
9445631,NEW VANGUARD,297115
9445605,GLOBAL FRONTIER,57298
9443815,FEDERAL SW,76483
9443358,PAC SEGINUS,26472
9443140,TORM AUSTRALIA,49999
9443009,TORO,76636
9443865,GRAND ACE9,46195
9445394,G POSEIDON,27003
9445162,GRAND HERMES,56854
9445069,INFINITY K,28455
9444534,STAR CLAUDINE,181258
9450791,MYKONOS,34340
9450741,BALTIC BREEZE,34386
9450715,GENCO BAY,34296
9450167,ELEGANT SW,37163
9450387,CPO BREMEN,103773
9451264,CAPE AGAMEMNON,179221
9451173,SERENE SUSANNAH,57266
9448073,SUZUKA EXPRESS,15154
9449431,LONGHUNG 6,12755
9448891,VEMAHONESTY,6388
9442902,SIBULK TRADITION,53206
9438054,DELPHI RANGER,54042
9438016,DENALI,53800
9437945,GRANDE SIERRA LEONE,25665
9437505,TRANSCENDEN TIME,32688
9437244,PAOLA,11968
9437220,PAAVA,11900
9438145,VALLEY OAK,13131
9438640,INDIGO DEVOTION,55623
9438494,STAR QUALITY,13193
9439137,OCEAN COBALT,180200
9436343,GRAZIA,50213
9437127,WARNOW BELUGA,18444
9437103,ATHANASSIOS G.O.,87447
9437062,BALBINA,65710
9441398,PETREL BULKER,57809
9442665,ORIENTAL NADESHIKO,12480
9442483,IKAN BAGAT,83476
9442469,ULTRA PANACHE,78450
9440980,QUEEN JHANSI,58758
9439620,TIGER SHANDONG,180091
9439395,RBD ANEMA E CORE,108958
9440928,THOR CALIBER,58732
9465277,MSC ALTAIR,148642
9465186,CAPE PUFFIN,177814
9465150,OCEAN ROYAL,58110
9463566,CELINE C,12959
9461661,HAFNIA ANDROMEDA,50386
9461855,SKS DONGGANG,119456
9461972,YANGTZE OASIS,34306
9468114,BBC UTAH,12575
9467809,HAFNIA ASIA,74490
9467665,WEST TRADER,175879
9467574,ORIENT TRADER,33757
9469041,PETALON,87328
9469015,BULK SPAIN,176328
9468853,OLYMPIC TARGET,319861
9467316,CSCL NEPTUNE,155263
9466001,TORM ALEXANDRA,49999
9465734,AP LIBERTAS,75213
9466582,ADVANTAGE SPRING,156597
9467043,NORTHERN PROMOTION,59483
9466984,NORTHERN JUPITER,108622
9455894,PHOENIX BEAUTY,169150
9455820,HIGH TIDE,51768
9454424,CMA CGM MAGELLAN,165538
9455911,SFL CLYDE,31639
9455959,MEREDITH VICTORY,179362
9456434,PORT CANTON,56745
9456410,PORT DALIAN,56737
9456367,PISTI,56898
9452581,DONG-A ASTREA,179329
9453236,JY VINCENTIA,56708
9454175,MEDI PAESTUM,55614
9453494,PAN VIVA,75026
9460136,ALPINE AMALIA,105304
9459084,NAVE BELLATRIX,49999
9460356,MSC SAVONA,165887
9461271,BESIKTAS KAZAKHSTAN,169291
9461233,MAGNOLIA,82165
9461154,LOWLANDS KAMSAR,82206
9460576,PAMISOS,105335
9460526,SUNLEAF GRACE,61683
9457854,MARLENE D'AMATO,93207
9457567,CAPE NORTHVILLE,169126
9457555,CAPE LAMBERT,169138
9458080,MAERSK EVORA,148723
9458858,UACC SHAMIYA,45479
9458767,GREAT ASPIRATION,93412
9458614,NEW VISTA,297252
9594664,AQUALOYALTY,115594
9594626,STAR HERCULES,56546
9594925,ECOPRIDE G.O.,81963
9595204,OMNIA,36787
9594365,MARINE HORNBILL,12317
9595876,CK BLUEBELL,81147
9593397,KOREX SPB NO. 2,15016
9593361,OSIOS DAVID,55831
9593244,HANJIN LEADER,15025
9593220,MARAN NOBILITY,205938
9593048,CEMTEX INNOVATION,81326
9592898,STELLAR HUDSON,23186
9592848,FORTE,48312
9593787,ZHENG KAI,81877
9594303,VECTIS HARRIER,8557
9593854,STAR LAGUNA,50827
9593816,ZHENG RUN,81822
9599157,AMPHITRITE,98697
9599195,KK PIRAPO,98704
9599145,KATAGALAN WISDOM III,98697
9599080,BRIGHT PEGASUS,82165
9602928,CAPTAIN X KYRIAKOU,299991
9602916,ATHENIAN FREEDOM,299991
9602394,SDTR BELLONA,82169
9601728,CAPE RACE,81438
9601326,PACIFIC ORCA,13104
9598335,CMB POMEROL,95731
9598323,CMB VAN MIEGHEM,95737
9595979,PEBBLE BEACH,37003
9595943,SSI VICTORY,56781
9597094,ANDANTE,81615
9597800,SYROS I,81393
9597654,BASIC OCEAN,33649
9584592,RR AUSTRALIA,81582
9585326,LMZ PLUTO,56705
9585314,MAPLE OPAL,57000
9584499,WOOLLOOMOOLOO,76064
9584231,YANGTZE GRACE,32503
9584190,YANGTZE BRILLIANCE,32323
9584188,YANGTZE ETERNAL,32573
9585572,SEAMATE,177775
9586904,DONGBANG GIANT NO.3,14006
9586629,LYRIC SUN,81276
9582532,IONIC KIZUNA,81868
9582453,STAR ASTRID,82158
9580376,RAIATEA,179078
9583756,GEORGIA T,80416
9583639,AMOY FORTUNE,56874
9583615,AMOY DREAM,56873
9591167,EPICTETUS,83987
9591143,AKAKI,84075
9590981,LMZ BIANCA,81630
9590931,OCEAN SHEARER,16110
9590838,CENTENNIAL HARMONY,181338
9591507,HUAYANG SPIRIT,75784
9591600,VENUS HISTORY,95692
9591686,DARYA GAYATRI,81874
9592173,EVMILOS,81507
9591832,THERESA HEBEI,81707
9591806,THERESA SHANDONG,82000
9588081,HELSINKI BRIDGE,96980
9588598,DAXIA,56811
9588603,HELVETIA ONE,92737
9589138,AROUZU,82113
9603063,TEXAS,57970
9603192,NEW LAUREL,320805
9617997,OCEAN ROAD,75051
9616955,GARMONIA,7431
9616840,STAR LYSEFJORD,50728
9616838,STAR LYGRA,50741
9616606,VANTAGE DREAM,29084
9619737,ANSAC PRIDE,37094
9619555,AFALES,177935
9618678,DL IVY,81805
9618599,KYPARISSIA,62189
9614062,TAO LIN WAN,109533
9614050,XIN LIAN YANG,322861
9615731,AMAMI K,58613
9615561,SFL HUMBER,56970
9615080,DIANTHUS,28396
9614983,AFRICAN SETO,61422
9614907,CAPE PRIDE,181408
9619787,SEABISCUIT,82624
9623855,SEAMAX STAMFORD,55937
9623829,LEMESSOS LION,74933
9623752,NORD CAPELLA,81944
9623051,NY TRADER II,37054
9624665,NICOSIA PEGASUS,81512
9514353,SERENE SKY,56119
9624639,GRAND CONCORD,61444
9624378,EL COMINO,61465
9624237,GALAXY ACE,18878
9620164,SAM LION,57200
9621704,PACIFIC OSPREY,13174
9621259,FRONTIER WAVE,174707
9621182,DL TULIP,33694
9621003,TRITON WIND I,37113
9613446,DARANEE NAREE,56588
9603439,CAPE AZALEA,208025
9607112,BORA,81682
9606871,TBC PRINCESS,31963
9606807,HEILAN SONG,56851
9606792,HEILAN BROTHER,56760
9606534,CLEARWATER BAY,29118
9607447,SWAKOP,34274
9604744,IVS IBIS,28238
9604732,IVS MAGPIE,28240
9606053,FEDERAL KIBUNE,36824
9604172,EVER LUCKY,104205
9603790,STAR LOEN,50792
9603697,JIN TAO,56731
9606027,FURNESS SOUTHERN CROSS,37085
9605982,DAYDREAM BELIEVER,37114
9605255,MSC AZOV,112434
9605009,CAPE SUNRISE,181422
9611890,DORIC LIBERTY,82084
9610808,ANATOLY KOLODKIN,118316
9613329,HALOPHYLA,57440
9613094,NICOLEMY,179910
9613018,LUDWIGSHAFEN EXPRESS,142035
9612882,TIRUA,94374
9612870,TOLTEN,94600
9612375,SPRING SCENERY,33847
9612296,NORD QUEBEC,36546
9610614,SIDER MILOS,8062
9609536,SILVERMINE,77230
9609811,DIVA,56582
9609823,BAO RESOURCE,56582
9610119,FRONTIER LEADER,81383
9609914,UNIQUE HARMONY,50471
9609847,JIN DA,35212
9536791,SUIGO,174802
9536818,GAIA LEADER,21286
9535307,KOTA NELAYAN,25985
9537563,HORIZON II,114688
9538945,BRIDGEGATE,53477
9538751,CAPE JASMINE,176330
9538402,AQUAPROUD,178055
9537898,CHRISTINE OLDENDORFF,93077
9537848,AQUATONKA,179004
9537757,SANDRA,314000
9537630,XIN RONG,79607
9534999,OCEAN APHRODITE,93145
9530682,ASIA EMERALD III,57802
9531480,CAPTAIN MICHAEL,157648
9531454,COPERNICUS N,93062
9530319,LILA PIRAEUS,33324
9533440,SAGAR KANTA,60835
9532812,BEAUFORTE,8273
9544712,LADY MARITE,76529
9544700,BRYANT,76595
9544695,AOM JULIA,76596
9544073,LEDA,82165
9543550,TORM ANABEL,49999
9546203,EUROSTAR,33912
9546174,RAINBOW LUCKY,33478
9545728,OLYMPIC PEGASUS,56726
9539468,SAPPHIRE ISLAND,33664
9539286,CIELO D' EUROPA,117378
9539248,BUENOS AIRES,83366
9540819,NORD ANDES,49962
9541306,MISS BENEDETTA,50895
9519341,PURE TRADER,56855
9519016,MARIA,57114
9519004,LIETTA,57070
9518191,YM NAVIGATOR,81955
9518103,SANTA GRACIELA,82149
9521552,AAL NANJING,18697
9520883,STAR SIRIUS,98681
9520778,EFRAIM A,82174
9520675,LOWLANDS PATRASCHE,58105
9515228,MAITACA ARROW,73296
9515199,C.S. PRINCESS,50477
9515096,VIRGO COLOSSUS,61616
9514561,NAVE BUENA SUERTE,297491
9514559,NAVE QUASAR,297376
9514418,ARNICA,56106
9516454,COSCO ITALY,156610
9516430,COSCO NETHERLANDS,156549
9516428,COSCO ENGLAND,156618
9516129,METHANE BECKI ANNE,86269
9515981,LUBERSAC,9011
9521588,EPIC BORACAY,6519
9526928,MAERSK LAVRAS,106043
9525924,AL QIBLA,145237
9525625,LIA M,84094
9525613,MYNIKA,84108
9527049,MAERSK LANCO,99792
9528653,KWK LEGACY,179688
9528562,ALAN,81712
9527958,MIMITSU,38477
9527764,BLUE STAR,9438
9527271,INCE ANADOLU,76619
9525388,SAFMARINE CHACHAI,61614
9522697,STELLA ALICE,180157
9522180,DS VENTURE,297228
9521851,SAN,17083
9524982,BRIOLETTE,104588
9524695,CARIBOO,55415
9524023,CORAL QUEEN,56174
9523263,VIJAYANAGAR,82167
9571612,HAYDEE,34931
9571301,NEW JERSEY TRADER,41636
9571296,LOG-IN ENDURANCE,41411
9570852,CHARLOTTE OLDENDORFF,93296
9570838,CERVIA,93273
9572185,SC CHENGDU,9182
9574171,MAGNOLIA,28389
9574121,DOUBLE PARADISE,95712
9574107,DOVER HIGHWAY,18720
9573816,TRAMONTANA,28351
9573751,CAPE AGNES,181458
9573684,CARINA,47962
9574236,UNITED BREEZE,181325
9568043,ST JAMES,48005
9567776,IMARI,20360
9567740,TANCHOU ARROW,73296
9567714,YAMATAI,19818
9567673,SEROJA ENAM,90079
9567051,STAR SCARLETT,175717
9570486,ULTRA SASKATCHEWAN,61484
9570008,TROY,73180
9569970,TUCAPEL,94707
9569932,AVRA I,56698
9569798,SOLAR FRONTIER,179018
9574444,YANGZE 10,93217
9578799,ATLANTIC MERIDA,56670
9578684,CAPE VALENCIA,181434
9579793,MILOS WARRIOR,179276
9576260,EGYPTIAN MIKE,81601
9575541,SONANGOL RANGEL,157755
9575228,SOUTHPORT EAGLE,63301
9575163,STAR CRIOS,63301
9574860,FINCH ARROW,69990
9574858,RAVEN ARROW,72871
9574846,TOP FAIR,55256
9577446,ELINA B.,58551
9577123,SCF PRUDENCIA,74565
9577068,SCF PACIFICA,74554
9576820,BALTIC PROSPERITY,18045
9574200,KYALAMI,28202
9552989,AMIS ACE,60830
9553206,DL ADONIS,79329
9553012,OCEAN SPRING,33633
9557238,MS CHARM,32449
9552824,BW BARLEY,83369
9552800,TOPAZ EXPRESS,45650
9552408,CORONET,182674
9557123,GENCO AUVERGNE,58020
9557056,NEW DESTINY,61654
9556181,NAVIG8 HONOR,74996
9555292,T MATTERHORN,47981
9555149,PAPA JOHN,56543
9548225,NECKLACE,92903
9548201,CHARIKLIA JUNIOR,92932
9546992,VISAYAS,56136
9546980,FRONTIER FALCON,176820
9546904,DS CHARME,176000
9551947,HAPPY DIAMOND,18148
9551375,HTK PHOENIX,28331
9550694,UACC EAGLE,73410
9550436,GLOBAL AQUARIUS,28328
9550345,STELLAR WAKAMATSU,21446
9550149,ATLANTIC VERACRUZ,28339
9552343,ASTAKOS,58722
9565053,GLOBAL PHOENIX,56118
9564671,IRIS VICTORIA,74905
9564279,GRACEFUL MADONNA,180242
9562037,JIN QI,93079
9566150,ZAO GALAXY,26060
9566605,PUFFIN ARROW,62967
9557783,STIDIA,9500
9565625,BOCHEM SINGAPURA,19801
9557800,SAOURA,9095
9559688,FANTHOLMEN,32597
9561813,NEW GENERAL,35009
9561497,MAERSK CUANZA,61614
9557795,SEDRATA,9500
9561382,NEW BREEZE,48064
9561344,MARATHA PARAMOUNT,32081
9333228,SEA ELEGANT,19734
9331220,THOR MONADIC,56026
9330745,SYMPHONIC BREEZE,77163
9331464,BALTIMORE,177243
9332224,CAPTAIN P. EGGLEZOS,76499
9332212,GENCO THUNDER,76588
9334674,MAERSK TAURUS,113478
9337597,GALANI,23693
9337456,YM UTOPIA,103614
9337157,KOKKARI,297538
9338539,SUPER SARAH,32119
9338084,SANTA BETTINA,39276
9334715,UMIAK I,31992
9335094,GULF ESPRIT,46891
9335109,GULF ELAN,46894
9336000,DELPHINUS,76948
9336402,GRIMSTAD,105850
9336828,EASTERN LIGHT,50223
9336608,CANEA,75356
9336581,ADS GALTESUND,75395
9336490,HAFNIA EUROPE,74999
9330678,ASIA ZIRCON II,53414
9324629,INTREPID,52346
9324239,PAQUIS,74143
9325764,EASTERN HIGHWAY,12991
9325427,ROCKIES HIGHWAY,12828
9325300,BAOGANG GLORY,207826
9325063,MARINICKI,76629
9322865,ASIATIC GLORY,12697
9322774,SPARROW,53459
9323780,COLORADO HIGHWAY,8546
9323675,GRACE COSMOS,85224
9326160,YUTAI AMBITIONS,77283
9329459,ANANGEL FORTUNE,174272
9328170,WAFRAH,113849
9326275,ZOI XL,82489
9350642,NOREASTER,37412
9350393,CMA CGM CORAL,62214
9350032,APL FLORIDA,72447
9351141,CMA CGM NEW JERSEY,65890
9351139,CMA CGM VIRGINIA,65890
9351127,CMA CGM GEORGIA,65890
9351103,PACIFIC MONACO,8685
9348156,MAERSK INVERNESS,41350
9348106,RIO MADEIRA,80293
9348091,RIO BRAVO,80225
9348089,RIO BLANCO,80115
9354856,STAR JENNIFER,82295
9354519,FSL OSAKA,45998
9353228,NORTHERN DEBONAIR,42183
9352420,MOL DEVOTION,50596
9354179,C VALENTINE,51255
9341794,GLORY TELLUS,20200
9340714,STAR ANGIE,177932
9342906,EQUULEUS LEADER,20141
9342877,FAIR LADY,76608
9340702,SC BRILLIANT,19959
9338876,SALVIA ACE,15013
9339325,NS LAGUNA,115831
9339442,DARYA MAHESH,56056
9340350,BRENT,13006
9339959,WINDSOR ADVENTURE,55975
9339650,OCEAN LEGACY,34671
9347255,SAN ANDRES,28156
9347267,SAN ANTONIO,28196
9347449,SM SEATTLE,80855
9347437,SM HONGKONG,80855
9347425,SM KWANGYANG,80855
9346079,GRAND ACE 2,45990
9345984,NORTHERN DEPENDANT,42019
9343754,NSH SINGAPORE,12306
9343742,ASL TRIBUTE,12306
9343716,HANOVER EXPRESS,103760
9345764,MARAN SAILOR,171680
9345611,LOWLANDS ERICA,176862
9344954,MAERSK VALENCIA,23482
9344631,SAN PORTLAND,28142
9304095,AQUAKULA,55309
9304071,BELLATRIX,77053
9303869,POLA ANISIA,46412
9303833,AQUABRIDGE,177106
9303651,BOW SANTOS,19997
9303601,AEC BELIEF,33540
9303534,MAERSK SAIGON,113889
9303431,CASSIOPEIA STAR,32328
9304590,TORM ERIC,51266
9304540,CAPE HERON,177656
9304265,ROSALI,76728
9303522,MAERSK STRALSUND,113889
9303390,HAPPY HIRO,32610
9302475,OCCITAN KEY,27112
9302669,CELSIUS PERTH,37217
9302657,CELSIUS PENANG,37255
9302097,GLEN CANYON BRIDGE,71291
9301902,FALCON NOSTOS,51371
9302762,NAVIOS TAURUS,76596
9303388,CYGNUS,32642
9303053,GEORGIOS S,55725
9302865,SAKURA EXPRESS,45718
9302839,DARYA BRAHMA,56056
9307059,MOL PARAMOUNT,72968
9306550,MAERSK SEOUL,113889
9308223,HELEN M,46843
9308182,TURKON EGYPT,38617
9307736,BW CONFIDENCE,54490
9307657,CLYMENE,73600
9307580,SPAR GEMINI,53565
9306548,BW TRADER,53151
9305570,COSCO GUANGZHOU,107526
9305506,LLOYD DON GIOVANNI,100680
9305491,SEAMAX STRATFORD,101496
9305489,E.R. TIANPING,101491
9306483,ROSSINI,33900
9297852,JPO PISCES,52828
9297474,SYDNEY TRADER,67222
9298296,NEW CHAMPION,73911
9298739,GREAT EASTERN,37515
9298662,GULF STREAM,74999
9298519,FAVORITA,52292
9297228,KEY MARIN,3450
9296585,UACC CONSENSUS,45896
9296157,KESTREL I,50351
9301067,GREAT CHALLENGER,176279
9300879,IYO,19946
9300867,KBS STAR,30548
9300570,AQUAVOYAGEURS,177022
9300518,YASA OZCAN,55924
9300398,EVER SIGMA,78636
9300374,CASTILLO DE VALVERDE,173764
9301782,DUBAI EXPRESS,50819
9300362,CASTILLO DE CATOIRA,173587
9300207,PRINCESS PAULA,32564
9300166,JACOB,24069
9299654,CMA CGM RIGOLETTO,114004
9308429,HAYDN,37883
9317963,CMA CGM BLUE WHALE,65890
9318060,PARSIFAL,103371
9318101,LLOYD DON PASCUALE,101477
9318931,RITA,7993
9316062,BETTYS BEAUTY,76863
9315915,MATTINA,53644
9316189,JOSCO YANGZHOU,55621
9315707,GRACE ACACIA,85214
9316191,MOONDANCE II,55566
9317004,PANSOLAR,76343
9321665,SERI ANGKASA,83407
9320013,SEASPAN HANNOVER,33742
9320312,CLIPPER TRUST,30611
9320233,GJERTRUD MAERSK,115700
9311476,CAPE BALTIC,177536
9311036,FREJA HAFNIA,53712
9310848,MARITINA,74993
9310812,HIGH GLOW,46846
9310410,HEINA,76598
9309007,DESPINA,72247
9308766,ASKVIKEN,12887
9310161,ARDMORE SEAFARER,45744
9310135,CAPE TRUST,176925
9314090,MINERAL ENERGY,180310
9312315,THETIS,28432
9315159,DHT EUROPE,317713
9315056,MAERSK MARMARA,51182
9314985,E.R. MARTINIQUE,39418
9313761,ARSOS M,45737
9312511,NEPTUN,307284
9312339,CAPE FLATTERY,28433
9312327,COURAGEOUS,28510
9313486,EXPLORER SPIRIT,105804
9313149,TAMAGAWA,309985
9407469,ANNA MARIA,55473
9407328,NAVIGATOR PEGASUS,23640
9408281,TENACITY BAY,56843
9408255,MOONRAY,56812
9407847,MAISTROS,73334
9405851,AL AMERAT,51022
9405007,EM JADE,55091
9404998,CORAL GEM,55073
9404900,SICHEM MONTREAL,13056
9404895,SICHEM PARIS,13079
9406518,NORD STEEL,180230
9406544,BERGE ODEL,206330
9406180,JPO VELA,50420
9410997,FRONT SIGNE,297007
9413028,BLUE SEA,105416
9412995,STAVANGER EAGLE,105355
9412787,CALA PAGURO,21442
9410959,GENCO TITUS,177729
9409209,CMA CGM MAUPASSANT,85450
9409247,ATHENIAN VICTORY,317441
9409493,DIAMOND EXPRESS,45634
9409089,LAKE DYNASTY,55638
9410208,KAROLOS,149991
9410002,AVENCA,51238
9409584,IKAN JERUNG,31760
9399882,LEFKARA,49996
9399765,CAP REINGA,35391
9399507,MARAN PLATO,158267
9400083,MAIPO,81002
9400136,ONTARIO II,63350
9400198,JPO TUCANA,52788
9400186,TEAL HUNTER,52788
9399090,BW EINKORN,81502
9398084,HAKONE,302624
9398060,NEW PARADISE,297863
9398058,NEW PROSPECT,297934
9397884,AFRICAN SUNBIRD,55688
9397731,LETO,81297
9398981,PRABHU SHAKTI,83690
9398694,CITIUS,170923
9403554,SERENGETI,74999
9403085,CARINA OCEAN,58765
9404314,CELEBRITY ECLIPSE,9500
9402914,MARAN PENELOPE,158266
9401960,ASTRAEA SB,82533
9401867,ORCHID ISLAND,50806
9401843,GLOBAL FALCON,51725
9401491,STAR MARKELLA,82574
9426154,BULK URUGUAY,57937
9426570,NEW BRIDGE,13802
9426087,BOTTIGLIERI FRANCO VELA,93274
9426063,BOTTIGLIERI CHALLENGER,93353
9426025,LM SELENE,93258
9426013,CLAIRE Z,93313
9426001,NIKILAND,93251
9425887,DORIC VICTORY,58091
9426790,AENEAS,63059
9425899,ROYAL SAMURAI,58091
9424211,OLYMPIC LUCK,319106
9423774,ALPHA FAITH,178104
9424649,PS TOKYO,46547
9425760,ANETOS,58163
9425318,UACC RAS TANURA,49999
9425186,KINGCUP,28261
9430789,JPO VULPECULA,50244
9430777,JPO VOLANS,50334
9431185,NORD CETUS,119346
9431898,HUAYANG SUNRISE,34003
9431812,JACK LONDON,50278
9431800,SPIRIT OF LISBON,50249
9429039,ASHLEY LADY,112043
9428360,UACC SHAMS,49999
9428322,AS FORTUNA,17195
9429053,ROSLYN,57012
9429065,SANIA,57011
9416692,FELICITY,157667
9416630,XIN XIA YANG,309140
9418779,OCEAN FUTURE,55848
9418444,KESARIA,81932
9417751,LIA,73723
9414632,SEVILLA KNUTSEN,97730
9414278,RITA M,45997
9414266,ARGENT HIBISCUS,35277
9414967,IZUMO,20139
9423073,ANNOU MAX,176364
9419656,NYK SILVIA,34533
9419644,SEOUL TRADER,34528
9419797,TRF PESCARA,42011
9420306,YM TRADITION,55457
9370666,CAMILLA SPIRIT,10008
9370654,CATHINKA SPIRIT,10003
9370006,STOVE PHOENIX,55840
9370769,STAR BIANCA,82672
9372561,TIMOFEY GUZHENKO,72722
9371933,MCP NICOSIA,7709
9366500,ASIATIC HORIZON,12545
9366495,ASIATIC WIND,12595
9366421,ASIATIC MOON,12545
9367839,SEOUL TOWER,34325
9367724,CENTENNIAL MISUMI,47186
9367669,PETALOUDA,47322
